No|Fakultas|Jurusan|Kode|ID|Matakuliah|Aksi
1399|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184925|Six Sigma|4321|TI184925|Six Sigma|setting
1400|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI184949|Teori Permainan|4322|TI184949|Teori Permainan|setting
1401|Fakultas Teknologi Industri (FTI)|Teknik Mesin|PTM-C|4323|TM184101-PENGANTAR TEKNIK MESIN-C|setting
1402|Fakultas Teknologi Industri (FTI)|Teknik Mesin|ELMES1-A|4324|TM184414-ELEMEN MESIN 1-A|setting
1403|Fakultas Teknologi Industri (FTI)|Teknik Mesin|KINDIN-D|4325|TM184309-KINEMATIKA DAN DINAMIKA TEKNIK-D|setting
1404|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RM1847282018A|4326|RM184728 - Manajemen Pertanahan|setting
1405|Fakultas Ilmu Alam (FIA)|Biologi|SB 184223|4328|OSEANOGRAFI|setting
1406|Fakultas Ilmu Alam (FIA)|Biologi|SB 184101 2018|4329|BIOLOGI UMUM|setting
1407|Fakultas Ilmu Alam (FIA)|Biologi|SB 184223 2018|4330|OSEANOGRAFI|setting
1408|Fakultas Ilmu Alam (FIA)|Biologi|SB 184305 2018|4331|MIKROBIOLOGI|setting
1409|Fakultas Ilmu Alam (FIA)|Biologi|SB 184318 2018|4332|BIODIVERSITAS|setting
1410|Fakultas Ilmu Alam (FIA)|Biologi|SB 184319 2018|4333|BIOGEOGRAFI|setting
1411|Fakultas Ilmu Alam (FIA)|Biologi|SB 184511 2018|4334|FISIOLOGI HEWAN|setting
1412|Fakultas Ilmu Alam (FIA)|Biologi|SB 184512 2018|4335|FISIOLOGI TUMBUHAN|setting
1413|Fakultas Ilmu Alam (FIA)|Biologi|SB 184513 2018|4336|GENETIKA|setting
1414|Fakultas Ilmu Alam (FIA)|Biologi|SB 184514 2018|4337|SISTEMATIKA TUMBUHAN|setting
1415|Fakultas Ilmu Alam (FIA)|Biologi|SB 184521 2018|4338|BIOLOGI KONSERVASI|setting
1416|Fakultas Ilmu Alam (FIA)|Biologi|SB 184525 2018|4339|BIOTEKNOLOGI|setting
1417|Fakultas Ilmu Alam (FIA)|Biologi|SB 184617 2018|4340|SISTEMATIKA MIKROBIA|setting
1418|Fakultas Ilmu Alam (FIA)|Biologi|SB 184626 2018|4341|BIOLOGI LAUT|setting
1419|Fakultas Ilmu Alam (FIA)|Biologi|UG 184916 2016|4342|WAWASAN DAN APLIKASI TEKNOLOGI|setting
1420|Fakultas Ilmu Alam (FIA)|Biologi|SB 184727 2018|4343|BIOMONITORING|setting
1421|Fakultas Ilmu Alam (FIA)|Biologi|SB 184728 2018|4344|KERJA PRAKTEK|setting
1422|Fakultas Ilmu Alam (FIA)|Biologi|SB 184729 2018|4345|SEMINAR|setting
1423|Fakultas Ilmu Alam (FIA)|Biologi|SB 185701 2018|4346|MANAJEMEN LABORATORIUM|setting
1424|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|Topik Dalam Pemodelan dan Simulasi Sistem|4348|IS185910 - Topik Dalam Pemodelan dan Simulasi Sistem|setting
1425|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|35100RM1846262018B|4349|RM184626 - Analisa Informasi Geospasial|setting
1426|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF1856102|4351|TF1856102 - Filsafat Etika|setting
1427|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF181101|4352|TF181101-PENGANTAR TEKNIK FISIKA|setting
1428|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF181202|4353|TF181202- RANGKAIAN LISTRIK|setting
1429|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF181402|4354|TF181402 TEKNIK PENGUKURAN DAN KALIBRASI|setting
1430|Fakultas Ilmu Alam (FIA)|Kimia|Bioremediasi|4381|SK184732 - Bioremediasi|setting
1431|Fakultas Ilmu Alam (FIA)|Kimia|Bisnis Kimia|4382|SK184765 - Bisnis Kimia (Pengayaan)|setting
1432|Fakultas Ilmu Alam (FIA)|Kimia|Dasar Kimia Organik A|4384|SK184351 - Dasar Kimia Organik - A|setting
1433|Fakultas Ilmu Alam (FIA)|Kimia|Dasar Kimia Organik B|4385|SK184351 - Dasar Kimia Organik - B|setting
1434|Fakultas Ilmu Alam (FIA)|Kimia|Dasar Kimia Organik C|4387|SK184351 - Dasar Kimia Organik - C|setting
1435|Fakultas Ilmu Alam (FIA)|Kimia|Elektrometri|4388|SK184712 - Elektrometri|setting
1436|Fakultas Ilmu Alam (FIA)|Kimia|Fitokimia|4390|SK184741 - Fitokimia|setting
1437|Fakultas Ilmu Alam (FIA)|Kimia|Geokimia Batubara|4391|SK184752 - Geokimia Batubara|setting
1438|Fakultas Ilmu Alam (FIA)|Kimia|Kapita Selekta - B|4392|SK184861 - Kapita Selekta - B|setting
1439|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Analisis|4393|SK184864 - Kimia Analisis (Pengayaan)|setting
1440|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Bahan Bangunan|4394|SK184726 - Kimia Bahan Bangunan|setting
1441|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Bahan Beracun dan Berbahaya|4395|SK184862 - Kimia Bahan Beracun dan Berbahaya|setting
1442|Fakultas Teknologi Industri (FTI)|Teknik Industri|Academic Writing|4396|Academic Writing|setting
1443|Fakultas Ilmu Alam (FIA)|Kimia|Kimia Bahan Makanan|4397|SK184766 - Kimia Bahan Makanan|setting
1444|Fakultas Teknologi Industri (FTI)|Teknik Kimia|PLPLIB3|4399|Pengolahan Limbah Padat, Limbah Industri dan B3|setting
1445|Fakultas Teknologi Industri (FTI)|Teknik Industri|Makro|4401|Ergonomi Makro|setting
1446|Fakultas Teknologi Industri (FTI)|Teknik Industri|K3 - Industri|4403|Keselamatan dan Kesehatan Kerja Industri|setting
1447|Fakultas Teknologi Industri (FTI)|Teknik Industri|KAPSEL|4404|KAPITA SELEKTA - MMT|setting
1448|Fakultas Teknologi Industri (FTI)|Teknik Kimia|PLIPg|4405|Pengolahan Limbah Industri (Pengayaan)|setting
1449|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ELKA|4408|TF 181304 ELEKTRONIKA|setting
1450|Fakultas Teknologi Industri (FTI)|Teknik Fisika|GETAR|4409|TF 181504 GETARAN|setting
1451|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SINYAL|4410|TF 181501 SINYAL dan SISTEM|setting
1452|Fakultas Teknologi Industri (FTI)|Teknik Mesin|TPM-A|4411|TM185219-TEORI PENGENDALIAN MODERN-A|setting
1453|Fakultas Teknologi Industri (FTI)|Teknik Mesin|SISDIN-B|4412|TM184521-SISTEM DINAMIK DAN PENGENDALIAN-B|setting
1454|Fakultas Teknologi Industri (FTI)|Teknik Kimia|PLI|4414|Pengolahan Limbah Industri|setting
1455|Fakultas Teknologi Industri (FTI)|Teknik Fisika|FENGEL|4416|TF 181305 FENOMENA GELOMBANG|setting
1456|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TOPTIK|4417|TF 181605 TEKNIK OPTIK|setting
1457|Fakultas Teknologi Industri (FTI)|Teknik Fisika|MANER|4418|TF 181835 MANAJEMEN ENERGI|setting
1458|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181602 REKTEM|4419|TF 181602 REKAYASA SISTEM KENYAMANAN TERMAL|setting
1459|Fakultas Teknologi Industri (FTI)|Teknik Fisika|181703 METPEN LJ|4420|TF 181703 METODE PENELITIAN|setting
1460|Fakultas Teknologi Industri (FTI)|Teknik Fisika|REKBAN|4421|TF 181604 REKAYASA BAHAN|setting
1461|Fakultas Teknologi Industri (FTI)|Teknik Fisika|181705 SIFON|4422|TF 181705 SISTEM FOTONIKA|setting
1462|Fakultas Teknologi Industri (FTI)|Teknik Fisika|181705 SIFON LJ|4423|TF 181705 SISTEM FOTONIKA|setting
1463|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181301 MATREK I|4424|TF 181301 MATEMATIKA REKAYASA I|setting
1464|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181403 PSD|4425|TF 181403 PEMODELAN SISTEM DINAMIK|setting
1465|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181604 REKBAN LJ|4426|TF 181604 REKAYASA BAHAN|setting
1466|Fakultas Teknologi Industri (FTI)|Teknik Fisika|P&K|4427|TF 181810 PENGUKURAN DAN KALIBRASI (MK.PENGAYAAN)|setting
1467|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181505 FISBAN|4428|TF 181505 FISIKA BAHAN|setting
1468|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KONVIB|4429|TF 181821 KONTROL VIBRASI|setting
1469|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181602 REKTEM LJ|4430|TF 181602 REKAYASA SISTEM KENYAMANAN TERMAL|setting
1470|Fakultas Teknologi Industri (FTI)|Teknik Fisika|REKHIDRO|4431|TF 181833 REKAYASA HIDRODINAMIKA|setting
1471|Fakultas Teknologi Industri (FTI)|Teknik Fisika|DIFON|4432|TF 181853 DIVAIS FOTONIKA|setting
1472|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ANDAL|4433|TF 181706 KEANDALAN|setting
1473|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PROTEK|4434|TF 181817 PROTEKSI DAN PENGAMANAN|setting
1474|Fakultas Teknologi Industri (FTI)|Teknik Fisika|OPTIM|4435|TF 181802 OPTIMISASI|setting
1475|Fakultas Teknologi Industri (FTI)|Teknik Fisika|NANO|4436|TF 181842 TEKNOLOGI MATERIAL NANO|setting
1476|Fakultas Teknologi Industri (FTI)|Teknik Fisika|EKEN|4437|TF 181831 EKONOMI ENERGI|setting
1477|Fakultas Teknologi Industri (FTI)|Teknik Fisika|OPT|4438|TF 181802 OPTIMISASI|setting
1478|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181811 SPM|4439|TF181811 SISTEM PENGENDALIAN MODERN|setting
1479|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181813 DALPRO|4440|TF 181813 PENGENDALIAN PROSES|setting
1480|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181855 SKSO|4441|TF 181855 SISTEM KOMUNIKASI SERAT OPTIK|setting
1481|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181843 KARMAT|4442|TF 181843 TEKNIK KARAKTERISASI MATERIAL|setting
1482|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 181823 BISLING|4443|TF 181823 BISING LINGKUNGAN|setting
1483|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI185546|4444|Rekayasa Sistem Keselamatan dan Kesehatan Kerja|setting
1484|Fakultas Teknologi Industri (FTI)|Teknik Mesin|BIO-A|4445|TM184862-BIO ENERGI-A|setting
1485|Fakultas Teknologi Industri (FTI)|Teknik Mesin|TermoII-B|4446|TM184412-Termodinamika II-B|setting
1486|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|PKBL 1|4447|Perencanaan Dan Konstruksi Bangunan Laut|setting
1487|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 186102|4448|TF 186102 - Metodologi Penelitian|setting
1488|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MO184405|4452|METODE ELMEN HINGGA|setting
1489|Fakultas Teknologi Industri (FTI)|Teknik Industri|241TI185545|4453|TI185545|Perancangan Metode dan Sistem Kerja|setting
1490|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME4306|4454|ME4306-ELEKTRONIKA KAPAL|setting
1491|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM185101|4455|Applied Statistics and Probability|setting
1492|Fakultas Teknologi Industri (FTI)|Teknik Fisika|181704 MACER|4456|TF 181704 MATERIAL CERDAS|setting
1493|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184415|4458|ME184415 - DESAIN I: RENCANA GARIS|setting
1494|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184624|4459|ME184624 - DESAIN III: RENCANA UMUM, FIRE & SAFETY PLAN|setting
1495|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184304|4460|ME184304 - TERMODINAMIKA|setting
1496|Fakultas Teknologi Kelautan (FTK)|Teknik Sistem Perkapalan|ME184730|4461|ME184730 - DESAIN IV: SISTEM PERMESINAN dan KELISTRIKAN KAPAL|setting
1497|Fakultas Teknologi Industri (FTI)|Teknik Industri|kapsel2018|4462|Kapsel MMT|setting
1498|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Komputasi Optik|4463|TF186123 Komputasi Optik dan Photonics|setting
1499|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Pemodelan Sistem|4464|TF186112 Pemodelan Sistem|setting
1500|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Pengembangan Sistem Fotonik|4465|TF186121 Pengembangan Sistem Fotonik|setting
1501|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Pengolahan Data Multivariat|4466|TF186111 Pengolahan Data Multivariat|setting
1502|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Sistem Instrumentasi Lanjut|4467|TF186211 Sistem Instrumentasi Lanjut|setting
1503|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Analisa dan Pencitra Multimodal Spektroskopi|4468|TF143415 Analisa dan Pencitra Multimodal Spektroskopi|setting
1504|Fakultas Teknologi Industri (FTI)|Teknik Fisika|asar-dasar Material Fungsional|4470|TF186151 Dasar-dasar Material Fungsional|setting
1505|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Kinetika Material Lanjut|4471|TF186251 Kinetika Material Lanjut|setting
1506|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Dinamika Fluida Lanjut|4472|TF186232 Dinamika Fluida Lanjut|setting
1507|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186113|4473|TF186113 Sistem Kontrol Lanjut|setting
1508|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|GNSS - EYH|4474|Survei Sistem Satelit Navigasi Global - EYH|setting
1509|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186101|4475|TF186101 Metodologi Penelitian Lanjut|setting
1510|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186122|4476|TF186122 Material Fotonik|setting
1511|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|JKG - HHT|4477|RM184518 - Jaring Kontrol Geodesi - HHT|setting
1512|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186132|4478|TF186132 Pemodelan Energi|setting
1513|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186133|4479|TF186133 Sistem dan Distribusi Energi|setting
1514|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186141|4480|TF186141 Telinga dan Pendengaran|setting
1515|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186142|4481|TF186142 Vibrasi dan Akustik|setting
1516|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186143|4482|TF186143 Pemrosesan Sinyal Array|setting
1517|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186152|4483|TF186152 Struktur Material Lanjut|setting
1518|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186212|4484|TF186212 Optimisasi Sistem|setting
1519|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186221|4485|TF186221 Kapita Selekta Optik dan Fotonika|setting
1520|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186222|4486|TF186222 Analisa dan Pencitra Multimodal Spektroskopi|setting
1521|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186231|4487|TF186231 Desain Sistem Thermal|setting
1522|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186241|4488|TF186241 Algoritma Pembelajaran Mesin|setting
1523|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF186242|4489|TF186242 Akustika Bawah Air|setting
1524|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|STPP - YWO|4490|RM184306 - Sistem Transformasi dan Proyeksi Peta - YWO|setting
1525|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185101 F|4491|TF185101 Fisika Teknik Lanjut|setting
1526|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185102 M|4492|TF185102 Matematika Teknik Lanjut|setting
1527|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185103|4493|TF185103 Instrumentasi Lanjut|setting
1528|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185104|4494|TF185104 Dinamika Sistem Lanjut|setting
1529|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185301|4501|TF185301 Rekayasa Desain|setting
1530|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|EDs|4504|Elektronika Dasar Kelas A|setting
1531|Fakultas Teknologi Industri (FTI)|Teknik Mesin|TM4309|4507|Kinematika Dinamika Teknik Kelas C|setting
1532|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF181306|4508|Perpindahan Panas dan Massa|setting
1533|Fakultas Teknologi Kelautan (FTK)|Teknik Perkapalan|MN184101|4509|Engineering Drawing|setting
1534|Fakultas Teknologi Industri (FTI)|Teknik Fisika|FGg|4510|Fenomena Gelombang|setting
1535|Fakultas Teknologi Kelautan (FTK)|Teknik Kelautan|MetNumA|4514|Metode numerik dan Pemrograman Komputer|setting
1536|Fakultas Teknologi Kelautan (FTK)|Teknik Perkapalan|KKK|4517|Konstruksi dan Kekuatan Kapal I|setting
1537|Fakultas Teknologi Industri (FTI)|Teknik Mesin|TdT|4519|Termodinamika Teknik|setting
1538|Fakultas Teknologi Industri (FTI)|Teknik Mesin|PPanas|4520|Perpindahan Panas|setting
1539|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SSm|4526|Sinyal dan Sistem|setting
1540|Fakultas Teknologi Industri (FTI)|Teknik Mesin|PPas|4531|Perpindahan Panas|setting
1541|Fakultas Teknologi Industri (FTI)|Teknik Mesin|TerTek|4532|Termodinamika Teknik|setting
1542|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185271|4539|TF185271 Metodologi Penelitian Dan Proposal Tesis|setting
1543|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185203|4540|TF185203 Pemrosesan Sinyal|setting
1544|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185314|4541|TF185314 Identifikasi Sistem|setting
1545|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185311|4542|TF185311 Kontrol Prediktif|setting
1546|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185312|4543|TF185312 Pengendalian Proses Secara Statistik|setting
1547|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185321|4544|TF185321 Fisika Tubuh Manusia|setting
1548|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185322|4545|TF185322 Assesmen Teknologi Kesehatan|setting
1549|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185323|4546|TF185323 Instrumentasi Medis|setting
1550|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185324|4547|TF185324 Psikoakustik|setting
1551|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185421|4548|TF185421 Teknologi Pencitraan Medis|setting
1552|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185422|4549|TF185422 Dasar Clinical Engineering|setting
1553|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185423|4550|TF185423 Fotonika Biomedis|setting
1554|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185424|4551|TF185424 Radiasi Dan Proteksi|setting
1555|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185411|4552|TF185411 Monitoring Getaran|setting
1556|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185412|4553|TF185412 Manajemen Keselamatan Proses|setting
1557|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185413|4554|TF185413 Teknologi Sensor Dan Transmitter|setting
1558|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185331|4555|TF185331 Sensor Fotonik|setting
1559|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185332|4556|TF185332 Metrologi Optis Lanjut|setting
1560|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185333|4557|TF185333 Optika Kuantum|setting
1561|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185431|4558|TF185431 Material Fotonik Untuk Energi Terbarukan|setting
1562|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185432|4559|TF185432 Perangkat Fotonik|setting
1563|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185433|4560|TF185433 Pengembangan Sistem Fotonik|setting
1564|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185434|4561|TF185434 Komunikasi Data Optis|setting
1565|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185415|4562|TF185415 Sistem Kontrol Proses Lanjut|setting
1566|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185416|4563|TF185416 Instrumentasi Proses Lanjut|setting
1567|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185101E|4564|TF185101 Fisika Teknik Lanjut|setting
1568|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185140|4565|TF185140 Pemetaan Potensi Energi|setting
1569|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185102E|4566|TF185102 Matematika Teknik Lanjut|setting
1570|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185210|4567|TF185210 Teknologi Konversi Energi|setting
1571|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185220|4568|TF185220 Optimasi Sistem Energi|setting
1572|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185271E|4569|TF185271 Metodologi Penelitian dan Proposal Tesis|setting
1573|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185310|4571|TF185310 Audit dan Manajemen Energi|setting
1574|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185341|4572|TF185341 Energi Biomassa|setting
1575|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185342|4573|TF185342 Energi Air|setting
1576|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185343|4574|TF185343 Energi Surya|setting
1577|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185344|4575|TF185344 Energi Angin|setting
1578|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185345|4576|TF185345 Sistem Distribusi Energi|setting
1579|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185346|4577|TF185346 Keberlanjutan Dan Kebijakan Energi|setting
1580|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185441|4578|TF185441 Energi Panas Bumi|setting
1581|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185443|4579|TF185443 Reduksi Emisi|setting
1582|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF185444|4580|TF185444 Konservasi Energi|setting
1583|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM18-5104|4581|Sistem Koordinat dan Proyeksi Peta|setting
1584|Fakultas Teknologi Industri (FTI)|Teknik Mesin|APL-A|4584|TM185311-Analisa Pencemaran Lingkungan-A|setting
1585|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|KurikulumGeomatika2018-2023|4587|Dokumen Kurikulum Geomatika 2018-2023|setting
