No|Fakultas|Jurusan|Matakuliah
1969|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|Komputasi Ubiquitous, Gasal 2017
1970|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|Komputer Grafik
1971|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|Pengolahan Citra, Video dan lab
1972|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141209 - Statistika A
1973|Fakultas Bisnis dan Manajemen Teknologi (FBMT)|Manajemen Bisnis|SERVICE MARKETING
1974|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141204 - Bahasa Pemrograman
1975|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141205 - Algoritma dan Struktur Data B
1976|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141308 - Keamanan Aset Informasi
1977|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141311 - Konstruksi dan Pengujian Perangkat Lunak
1978|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141312 - Manajemen Proyek TI D
1979|Kantor Penjaminan Mutu|none|AUDIT MUTU INTERNAL (AMI)
1980|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141404 Model Dispersi Pencemaran Udara
1981|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Sistem Drainase Perkotaan A
1982|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Sistem Drainase Perkotaan B
1983|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Sistem Drainase Perkotaan C
1984|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Rancangan Penelitian
1985|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Pengolahan Sampah dan Limbah B3
1986|Fakultas Teknologi Industri (FTI)|Teknik Mesin|Metode Elemen Hingga
1987|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141401 - Sistem Pendukung Keputusan B
1988|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141402 - Penggalian Data dan Anallitika Bisnis
1989|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|Teknologi Makanan
1990|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Perancangan Perangkat Lunak Kelas E
1991|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Pengolahan Limbah Industri
1992|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pemodelan Kualitas Udara
1993|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Analisa Sistem dan Optimasi
1994|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Ekotoksikologi Lingkungan
1995|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pemodelan Teknik Lingkungan
1996|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Adaptasi dan Mitigasi Perubahan Iklim
1997|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Remediasi Lahan Tambang
1998|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Evaluasi Kelayakan Non Teknik Pembangunan Sektoral
1999|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Metodologi Penelitian dan Proposal Tesis
2000|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS142304 - Sistem Manajemen Basis Data (GASAL - 2017/2018)
2001|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Matematika I
2002|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Matematika I
2003|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Open Talk Tugas Akhir
2004|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Jadwal Kegiatan Tugas Akhir
2005|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141214 - Matematika Geodesi - YBO
2006|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Sistem Temu Kembali Informasi
2007|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Topik Dalam Sistem Temu Kembali Informasi
2008|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Komputasi Numerik Terapan
2009|Kantor Penjaminan Mutu|none|PERATURAN PEMERINTAH
2010|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|Ilmu Ukur Tanah - Teknik Sipil - YBO
2011|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141344 Unit Proses Teknik Lingkungan
2012|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|TL141214 Fisika Dasar Q
2013|Fakultas Teknologi Industri (FTI)|Teknik Material dan Metalurgi|TL141353 Karakterisasi Material (B)
2014|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|REKAYASA PERANGKAT LUNAK (RPL)
2015|Fakultas Teknologi Industri (FTI)|Teknik Kimia|KIMIA ORGANIK II
2016|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Sistem Utilitas Pabrik
2017|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Pengendalian Pencemaran Udara
2018|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Matematika I
2019|Kantor Penjaminan Mutu|none|AKREDITASI PRODI (SPME)
2020|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TEKNIK DESAIN
2021|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TEKNOLOGI SENSOR TRANSMITER
2022|Fakultas Teknologi Industri (FTI)|Teknik Fisika|OPTIMASI SISTEM
2023|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KONTROL PREDIKTIF
2024|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KECERDASAN BUATAN UNTUK SISTEM INSTRUMEN
2025|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SISTEM KONTROL PROSES LANJUT
2026|Fakultas Teknologi Industri (FTI)|Teknik Fisika|INSTRUMENTASI PROSES LANJUT
2027|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PEMROSESAN SINYAL
2028|Fakultas Teknologi Industri (FTI)|Teknik Fisika|MONITORING GETARAN
2029|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KESELAMATAN
2030|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SENSOR FOTONIK
2031|Fakultas Teknologi Industri (FTI)|Teknik Fisika|METROLOGI OPTIK LANJUT
2032|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KOMUNIKASI DATA OPTIS
2033|Fakultas Teknologi Industri (FTI)|Teknik Fisika|OPTIKA KUANTUM
2034|Fakultas Teknologi Industri (FTI)|Teknik Fisika|MATERIAL FOTONIK UNTUK ENERGI TERBARUKAN
2035|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PIRANTI FOTONIK
2036|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PENCITRAAN OPTIK
2037|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PENGEMBANGAN SISTEM FOTONIK
2038|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ASSESMEN TEKNOLOGI KESEHATAN
2039|Fakultas Teknologi Industri (FTI)|Teknik Fisika|RADIASI DAN PROTEKSI
2040|Fakultas Teknologi Industri (FTI)|Teknik Fisika|INSTRUMENTASI MEDIS
2041|Fakultas Teknologi Industri (FTI)|Teknik Fisika|PSIKOAKUSTIK
2042|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KEBERLANJUTAN DAN KEBIJAKAN ENERGI
2043|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Kerja Praktek dan Proyek Energi Terbarukan
2044|Fakultas Teknologi Industri (FTI)|Teknik Fisika|BIOMASA
2045|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ENERGI AIR
2046|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ENERGI SURYA
2047|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ENERGI ANGIN
2048|Fakultas Teknologi Industri (FTI)|Teknik Fisika|ENERGI PANAS BUMI
2049|Fakultas Teknologi Industri (FTI)|Teknik Fisika|AUDIT DAN MANAJEMEN ENERGI
2050|Fakultas Teknologi Industri (FTI)|Teknik Fisika|REDUKSI EMISI
2051|Fakultas Teknologi Industri (FTI)|Teknik Fisika|KONSERVASI ENERGI
2052|Fakultas Teknologi Industri (FTI)|Teknik Fisika|SISTEM INDUSTRI ENERGI TERBARUKAN
2053|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Pengantar ilmu Komputer
2054|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Pengantar Ilmu ekonomi
2055|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Pengantar Metode Statistika
2056|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Sistem Basis Data (E)
2057|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Statistika Non Parametrik
2058|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Metode Regresi
2059|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Teknik Sampling Survei
2060|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Manajemen Operasi
2061|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Teknik Pengukuran Kerja
2062|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Teori Statistika
2063|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Ekonometrika
2064|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Metode Riset Sosial
2065|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Metode Peramalan
2066|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Biostatistika
2067|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Analisis Data Kategorik
2068|Fakultas Vokasi (F Vok.)|Statistika Bisnis|Analisis Data I
2069|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|Algoritma Pemrograman Komputer Teknik Elektro
2070|Fakultas Ilmu Alam (FIA)|Biologi|BIOLOGI UMUM
2071|Fakultas Ilmu Alam (FIA)|Biologi|BIOSTATISTIK
2072|Fakultas Ilmu Alam (FIA)|Biologi|GENETIKA
2073|Fakultas Ilmu Alam (FIA)|Biologi|EVOLUSI
2074|Fakultas Ilmu Alam (FIA)|Biologi|MANAJEMEN TUMBUHAN
2075|Fakultas Ilmu Alam (FIA)|Biologi|FITOHORMON
2076|Fakultas Ilmu Alam (FIA)|Biologi|ALGOLOGY (INTERNATIONAL CLASS)
2077|Fakultas Ilmu Alam (FIA)|Biologi|FISIOLOGI CEKAMAN TUMBUHAN
2078|Fakultas Ilmu Alam (FIA)|Biologi|PESTISIDA NABATI
2079|Fakultas Ilmu Alam (FIA)|Biologi|MIKROTEKNIK
2080|Fakultas Ilmu Alam (FIA)|Biologi|EKOLOGI UMUM
2081|Fakultas Ilmu Alam (FIA)|Biologi|FISIKA DASAR I
2082|Fakultas Ilmu Alam (FIA)|Biologi|STRUKTUR TUMBUUHAN
2083|Fakultas Ilmu Alam (FIA)|Biologi|STRUKTUR HEWAN
2084|Fakultas Ilmu Alam (FIA)|Biologi|BIOLOGI SEL
2085|Fakultas Ilmu Alam (FIA)|Biologi|GENETIKA
2086|Fakultas Ilmu Alam (FIA)|Biologi|SISTEMATIKA TUMBUHAN
2087|Fakultas Ilmu Alam (FIA)|Biologi|PERKEMBANGAN HEWAN
2088|Fakultas Ilmu Alam (FIA)|Biologi|SISTEMATIKA HEWAN
2089|Fakultas Ilmu Alam (FIA)|Biologi|MIKROBIOLOGI
2090|Fakultas Ilmu Alam (FIA)|Biologi|EKOLOGI HEWAN
2091|Fakultas Ilmu Alam (FIA)|Biologi|EKOLOGI TUMBUHAN
2092|Fakultas Ilmu Alam (FIA)|Biologi|BIOLOGI MOLEKULER
2093|Fakultas Ilmu Alam (FIA)|Biologi|FISIOLOGI TUMBUHAN
2094|Fakultas Ilmu Alam (FIA)|Biologi|FISIOLOGI HEWAN
2095|Fakultas Ilmu Alam (FIA)|Biologi|MIKROBIOLOGI LINGKUNGAN
2096|Fakultas Ilmu Alam (FIA)|Biologi|BIOMONITORING
2097|Fakultas Ilmu Alam (FIA)|Biologi|MET PEN & PUB ILMIAH
2098|Fakultas Ilmu Alam (FIA)|Biologi|BIOTEKNOLOGI
2099|Fakultas Ilmu Alam (FIA)|Biologi|FISIOLOGI MIKROBIA
2100|Fakultas Ilmu Alam (FIA)|Biologi|SISTEMATIKA MIKROBIA
2101|Fakultas Ilmu Alam (FIA)|Biologi|PSDA
2102|Fakultas Ilmu Alam (FIA)|Biologi|MIKRO. INDUSTRI
2103|Fakultas Ilmu Alam (FIA)|Biologi|KERJA PRAKTEK
2104|Fakultas Ilmu Alam (FIA)|Biologi|SEMINAR
2105|Fakultas Ilmu Alam (FIA)|Biologi|TUGAS AKHIR
2106|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|Teknologi Makanan dan Fermentasi
2107|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|Kimia Organik
2108|Fakultas Vokasi (F Vok.)|Teknik Kimia Industri|Teknologi Makanan
2109|Fakultas Teknologi Industri (FTI)|Teknik Kimia|Pengendalian Proses Kelas A
2110|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC01
2111|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC02
2112|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Marketing Strategy
2113|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Web Development
2114|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC05
2115|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|service management
2116|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC07
2117|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC08
2118|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Service Management
2119|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Principles of Accounting
2120|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Dermatology
2121|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC12
2122|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Hotel Information System Management
2123|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|STATISTIKA 1
2124|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|audit 1
2125|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|PATOLOGI KLINIK
2126|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC17
2127|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Entrepreneurial Finance
2128|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC19
2129|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Principles of Communication
2130|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Big Data
2131|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|MKUC22
2132|Pusat Pengembangan Pendidikan & Akt. Instruksional (P3AI)|PEKERTI UNIVERSITAS CIPUTRA 11-15 Desember 2017|Imun Hematologi
2133|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Praktek Proses Perencanaan
2134|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Riset Pra Doktoral
2135|Fakultas Teknologi Industri (FTI)|Teknik Fisika|Sistem Instrumentasi Lanjut
2136|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Ekotoksikologi
2137|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Metodologi Riset
2138|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE 141352C-Remediasi Badan Air dan Pesisir Kelas C
2139|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|Rangkaian Digital dan Lab
2140|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|RANGKAIAN LISTRIK
2141|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|FISIKA TERAPAN
2142|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|MATEMATIKA TERAPAN
2143|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|ELEKTRONIKA INDUSTRI
2144|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|MENGGAMBAR TEKNIK
2145|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|SISTEM PNEUMATIK DAN HIDROLIK
2146|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|TEKNIK PENGUKURAN DAN KALIBRASI
2147|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|Undang-Undang Metrologi
2148|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141320 - Manajemen Rantai Pasok dan Hubungan Pelanggan Q
2149|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141403 - Riset Operasi Lanjut
2150|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Interaksi Manusia dan Komputer (C)
2151|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Interaksi Manusia dan Komputer (D)
2152|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Perancangan dan Analisis Algoritma II (A)
2153|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Informatika|Perancangan dan Analisis Algoritma II (B)
2154|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS142304 - Sistem Manajemen Basis Data (Genap 2018)
2155|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141206 - Pengantar Sistem Operasi A
2156|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141206 - Pengantar Sistem Operasi B
2157|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141206 - Pengantar Sistem Operasi C
2158|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141206 - Pengantar Sistem Operasi D
2159|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Perencanaan Wilayah Kota|Perencanaan Kota
2160|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141310 - Pemrograman Berbasis Web A
2161|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|KS141310 - Pemrograman Berbasis Web D
2162|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141321A-Kimia Lingkungan II Kelas A
2163|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141321B-Kimia Lingkungan II Kelas B
2164|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141321Q-Kimia Lingkungan II Kelas Q / Environmental Chemistry
2165|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141221B-Matematika Rekayasa Kelas B
2166|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141221C-Matematika Rekayasa Kelas C
2167|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141322B-Menggambar Teknik Kelas B
2168|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141322C-Menggambar Teknik Kelas C
2169|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141222B-Mikrobiologi Lingkungan Kelas B
2170|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141222C-Mikrobiologi Lingkungan Kelas C
2171|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141335B-Unit Operasi Teknik Lingkungan Kelas B
2172|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141335C-Unit Operasi Teknik Lingkungan Kelas C
2173|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141344B-Unit Proses Teknik Lingkungan Kelas B
2174|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141344C-Unit Proses Teknik Lingkungan Kelas C
2175|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141352B-Remediasi Badan Air dan Pesisir Kelas B
2176|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141352A-Remediasi Badan Air dan Pesisir Kelas A
2177|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141345B-Pencemaran Udara Kelas B
2178|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141345Q-Pencemaran Udara Kelas Q / Air Pollution
2179|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141341B-Pengelolaan Sumber Daya Air Kelas B
2180|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141341Q-Pengelolaan Sumber Daya Air Kelas Q
2181|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141364B-Perencanaan Bangunan Pengolahan Air Limbah Setempat Kelas B
2182|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141364C-Perencanaan Bangunan Pengolahan Air Limbah Setempat Kelas C
2183|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141363B-Perencanaan Bangunan Pengolahan Air Minum Kelas B
2184|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141363C-Perencanaan Bangunan Pengolahan Air Minum Kelas C
2185|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141362B-Pengelolaan Sampah Kelas B
2186|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141362C-Pengelolaan Sampah Kelas C/Q
2187|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141381B-Kesehatan dan Keselamatan Kerja Kelas B
2188|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|RE141381C-Kesehatan dan Keselamatan Kerja Kelas C
2189|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|Nama Mata Kuliah
2190|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184304 - Komputasi dan Pemrograman Data Spasial - HHT
2191|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141320 - Hitung Perataan - EYH & HHT
2192|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141319 - Geodesi Satelit - EYH & HHT
2193|Fakultas Vokasi (F Vok.)|Teknik Instrumentasi|Pemrograman Komputer
2194|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141454 - Satelit Altimetri - EYH
2195|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141306 - Pemetaan Terestris Dasar - Praktikum - EYH
2196|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG142303 - Aplikasi Geodesi Satelit - 2018
2197|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG142208 - Metodologi Penelitian - EYH
2198|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG142418 - Analisa Deformasi dan Geodinamika - EYH
2199|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141322 TERMODINAMIKA
2200|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RG141458 - Land Administration - YBO
2201|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141311 PENGANTAR TEKNIK FISIKA
2202|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141234 FISIKA KUANTUM
2203|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141341 ELEKTRONIKA
2204|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141342 SISTEM PENGUKURAN DAN KALIBRASI
2205|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141343 FISIKA BAHAN
2206|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141352 PEMODELAN SISTEM DINAMIK
2207|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF 141354 PERPINDAHAN PANAS DAN MASA
